Testing writing tp d1.csv
Millis, BME680 Temp C, BME680 Pressure hPa, BME680 Humidity %, BME680 Gas KOhms, BME680 Approx Alt m, SHT31 Hum %, SHT31 Temp C, LSM9DS1 AccX, LSM9DS1 AccY, LSM9DS1 AccZ, LSM9DS1 GyroX, LSM9DS1 GyroY, LSM9DS1 GyroZ, LSM9DS1 MagX, LSM9DS1 MagY, LSM9DS1 MagZ, LSM6DS AccX, LSM6DS AccY, LSM6DS AccZ, LSM6DS GyroX, LSM6DS GyroY, LSM6DS GyroZ, LSM6DS Temp, INA260 Current mA, INA260 Bus Voltage mV, INA260 Power mW, MTK3339 Date, MTK3339 Latitude, MTK3339 Longitude, MTK3339 Speed, MTK3339 Angle, MTK3339 Altitude, MTK3339 Satellites, MD0555 Wind Speed RAW, PT1000 Temp RAW, ZOPT220 UV Index, ZOPT220 Ambient Light, GeigerInterrupt CPS, 
387913, -, -, -, -, -, -, -, -0.32, 0.56, 0.74, 0.43, -6.04, -9.03, -11.61, 24.07, -19.34, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
388056, -, -, -, -, -, -, -, -0.32, 0.60, 0.72, -4.03, -7.81, -10.80, -13.06, 25.02, -19.08, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
388199, -, -, -, -, -, -, -, -0.30, 0.59, 0.68, -4.52, -5.86, -8.61, -13.54, 24.44, -20.89, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
388347, -, -, -, -, -, -, -, -0.31, 0.58, 0.70, 1.10, -8.42, -8.79, -13.57, 23.77, -18.33, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
388490, -, -, -, -, -, -, -, -0.31, 0.61, 0.70, 2.38, -7.02, -3.85, -13.45, 23.85, -19.48, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
389032, -, -, -, -, -, -, -, -0.31, 0.61, 0.70, -1.16, 4.58, 7.57, -16.14, 22.24, -16.87, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
389180, -, -, -, -, -, -, -, -0.34, 0.61, 0.70, -2.99, 4.52, 10.01, -13.59, 23.50, -19.27, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
389323, -, -, -, -, -, -, -, -0.32, 0.61, 0.72, -5.07, 6.29, 10.38, -15.11, 23.58, -18.27, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
389466, 42.00, 946.79, 8.29, 132573, 568.45, 12.84, 32.15, -0.31, 0.62, 0.69, -0.55, -3.48, -2.62, -14.81, 23.19, -17.77, -0.04, -0.05, 1.01, -0.24, -0.61, -6.59, 51.25, 632.50, 11188.75, 7070.00, -, -, -, -, -, -, -, 137, 1023, 0.00, 262143, 0.00, 
390923, -, -, -, -, -, -, -, -0.40, 0.64, 0.69, -1.16, 10.07, 10.56, -16.04, 22.96, -17.31, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
391066, -, -, -, -, -, -, -, -0.36, 0.58, 0.67, -4.15, 10.01, 3.36, -16.94, 23.69, -15.89, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
391209, -, -, -, -, -, -, -, -0.32, 0.59, 0.67, -1.46, 14.04, 7.39, -14.84, 24.40, -19.89, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
391357, -, -, -, -, -, -, -, -0.35, 0.58, 0.69, -7.51, 7.02, 9.34, -13.27, 23.95, -18.14, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
391500, -, -, -, -, -, -, -, -0.36, 0.59, 0.70, -6.71, 9.09, 10.68, -11.89, 24.39, -19.54, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
392043, -, -, -, -, -, -, -, -0.34, 0.58, 0.69, -5.55, 11.05, 16.60, -10.74, 24.85, -20.39, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
392191, -, -, -, -, -, -, -, -0.33, 0.56, 0.70, -6.41, 4.88, 11.66, -11.05, 24.23, -20.41, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
392334, -, -, -, -, -, -, -, -0.37, 0.56, 0.78, -0.67, -13.55, -3.48, -9.24, 24.54, -20.86, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
392477, 42.02, 946.81, 8.27, 133194, 568.36, 12.91, 32.07, -0.37, 0.61, 0.72, -4.46, -4.03, 1.95, -11.27, 25.11, -20.96, -0.05, -0.10, 1.04, -2.38, -4.64, -2.20, 51.27, 671.25, 11187.50, 7510.00, -, -, -, -, -, -, -, 138, 1023, 0.00, 262143, 0.00, 
393934, -, -, -, -, -, -, -, -0.36, 0.62, 0.69, -6.53, 1.28, 2.87, -12.60, 23.39, -17.87, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
394077, -, -, -, -, -, -, -, -0.35, 0.59, 0.69, -1.89, 1.83, 0.79, -11.94, 24.40, -19.59, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
394220, -, -, -, -, -, -, -, -0.33, 0.60, 0.70, -3.11, 3.66, 3.17, -10.86, 24.63, -20.86, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
394368, -, -, -, -, -, -, -, -0.34, 0.62, 0.70, -6.16, 2.56, 3.23, -11.40, 23.97, -19.02, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
394511, -, -, -, -, -, -, -, -0.32, 0.62, 0.68, -3.72, 5.19, 5.25, -11.32, 23.60, -20.09, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
395054, -, -, -, -, -, -, -, -0.40, 0.57, 0.74, -13.92, 11.72, 15.87, -10.36, 23.63, -19.10, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
395202, -, -, -, -, -, -, -, -0.39, 0.54, 0.73, -3.66, 11.66, 10.68, -10.00, 23.50, -20.37, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
395345, -, -, -, -, -, -, -, -0.42, 0.56, 0.71, -3.72, -3.23, -0.61, -9.50, 23.61, -18.49, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
395488, 42.03, 946.81, 8.23, 133821, 568.36, 13.12, 32.07, -0.30, 0.63, 0.68, 6.35, 2.75, -0.85, -8.30, 23.50, -20.13, -0.02, -0.03, 1.02, -0.85, 8.67, -2.08, 50.82, 843.75, 11176.25, 9430.00, -, -, -, -, -, -, -, 138, 1023, 0.00, 262143, 0.33, 
396945, -, -, -, -, -, -, -, -0.29, 0.61, 0.70, -3.54, 6.41, 5.49, -4.25, 20.75, -20.67, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
397088, -, -, -, -, -, -, -, -0.31, 0.61, 0.71, 5.92, 8.73, 6.71, -2.17, 21.55, -22.63, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
397231, -, -, -, -, -, -, -, -0.28, 0.60, 0.70, 2.14, 2.93, 3.54, -4.32, 21.37, -21.59, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
397379, -, -, -, -, -, -, -, -0.29, 0.62, 0.73, -4.03, -8.42, 8.36, -3.52, 21.95, -23.96, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
397522, -, -, -, -, -, -, -, -0.29, 0.62, 0.72, 1.77, 2.69, -0.43, -4.32, 21.41, -21.06, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
398065, -, -, -, -, -, -, -, -0.34, 0.61, 0.70, -0.43, 2.14, 3.42, -4.08, 22.52, -21.41, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
398213, -, -, -, -, -, -, -, -0.29, 0.63, 0.70, 0.85, 6.35, -2.01, -6.34, 22.06, -19.97, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
398356, -, -, -, -, -, -, -, -0.30, 0.63, 0.71, -3.91, -0.61, -0.61, -4.24, 22.36, -23.46, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
398499, 42.05, 946.81, 8.18, 134878, 568.45, 13.48, 32.15, -0.37, 0.63, 0.66, 4.39, -1.65, -3.42, -4.09, 20.87, -22.38, -0.01, -0.11, 1.00, 0.37, 6.10, -8.18, 51.06, 715.00, 11183.75, 8000.00, -, -, -, -, -, -, -, 138, 1023, 0.00, 262143, 0.66, 
399971, -, -, -, -, -, -, -, -0.34, 0.62, 0.70, 3.91, -0.43, 12.70, -13.04, 25.85, -19.48, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
400114, -, -, -, -, -, -, -, -0.35, 0.59, 0.70, -3.05, 5.19, 9.22, -11.05, 27.70, -21.42, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
400257, -, -, -, -, -, -, -, -0.36, 0.55, 0.68, -16.60, 23.44, 15.44, -11.51, 26.45, -20.02, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
400405, -, -, -, -, -, -, -, -0.26, 0.43, 0.71, -24.48, 24.23, 9.77, -8.53, 25.57, -21.88, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
400548, -, -, -, -, -, -, -, -0.47, 0.58, 0.79, -9.28, 6.29, 3.05, -10.01, 21.92, -21.28, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
401091, -, -, -, -, -, -, -, -0.21, 0.79, 0.76, -19.17, -11.23, 3.05, -3.39, 21.11, -22.31, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
401239, -, -, -, -, -, -, -, -0.16, 0.68, 0.61, -9.46, 21.12, 6.29, -3.97, 19.29, -19.24, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
401382, -, -, -, -, -, -, -, -0.31, 0.67, 0.62, 11.23, 8.12, 17.88, -2.09, 20.31, -21.50, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
401525, 42.07, 946.81, 8.17, 135521, 568.45, 13.38, 32.22, -0.24, 0.70, 0.75, 2.56, 2.14, -6.16, -0.34, 19.02, -20.70, -0.06, 0.02, 1.12, 0.98, 4.03, -5.19, 51.18, 707.50, 11182.50, 7910.00, -, -, -, -, -, -, -, 138, 1023, 0.00, 262143, 0.66, 
402982, -, -, -, -, -, -, -, -0.37, 0.71, 0.67, -0.43, 13.06, -2.32, -4.47, 19.95, -22.00, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
403125, -, -, -, -, -, -, -, -0.42, 0.66, 0.65, -2.56, 22.58, 9.83, -2.49, 19.41, -25.00, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
403268, -, -, -, -, -, -, -, -0.35, 0.57, 0.70, -7.02, -2.56, 6.65, -3.42, 19.01, -21.70, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
403416, -, -, -, -, -, -, -, -0.26, 0.55, 0.65, 5.86, 0.92, 7.02, -2.23, 19.65, -22.31, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
403559, -, -, -, -, -, -, -, -0.30, 0.59, 0.69, 5.74, 0.85, -8.24, -3.54, 20.58, -21.77, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
404102, -, -, -, -, -, -, -, -0.31, 0.68, 0.59, 0.61, -2.32, -5.31, -6.71, 17.93, -20.74, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
404250, -, -, -, -, -, -, -, -0.28, 0.68, 0.64, 3.91, -3.17, 1.22, -5.57, 19.36, -21.75, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
404393, -, -, -, -, -, -, -, -0.31, 0.75, 0.62, 2.75, 11.66, 7.20, -5.25, 19.98, -22.03, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
404536, 42.08, 946.81, 8.18, 134772, 568.45, 13.17, 32.29, -0.53, 0.69, 0.79, -1.40, -13.00, -2.44, -6.68, 21.96, -20.25, -0.01, -0.22, 1.16, -5.49, -4.15, -12.76, 51.09, 721.25, 11180.00, 8060.00, -, -, -, -, -, -, -, 138, 1023, 0.00, 262143, 0.00, 
405993, -, -, -, -, -, -, -, -0.37, 0.66, 0.64, -10.80, 28.75, 13.92, -6.47, 20.50, -20.09, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
406136, -, -, -, -, -, -, -, -0.19, 0.52, 0.70, 4.27, 5.68, 13.85, -3.23, 20.97, -22.99, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
406279, -, -, -, -, -, -, -, -0.24, 0.59, 0.68, 11.78, 11.90, 2.44, -5.36, 22.00, -21.24, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
406427, -, -, -, -, -, -, -, -0.21, 0.59, 0.70, -1.34, -3.85, -7.08, -4.42, 22.89, -22.12, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
406570, -, -, -, -, -, -, -, -0.32, 0.62, 0.77, -8.73, -8.36, -12.21, -4.93, 22.52, -23.80, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
407113, -, -, -, -, -, -, -, -0.46, 0.68, 0.70, 9.09, 11.35, 16.11, -7.40, 21.68, -20.97, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
407256, -, -, -, -, -, -, -, -0.40, 0.66, 0.74, -3.66, 30.40, 12.88, -7.89, 21.91, -18.49, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
407404, -, -, -, -, -, -, -, -0.24, 0.53, 0.61, -14.89, 14.22, 14.34, -4.90, 22.38, -21.56, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
407547, 42.10, 946.81, 8.19, 134559, 568.45, 13.24, 32.28, -0.39, 0.56, 0.63, 2.81, -2.93, -0.73, -8.63, 21.92, -19.97, -0.01, -0.14, 0.95, -3.48, 2.62, -5.68, 51.18, 706.25, 11180.00, 7900.00, -, -, -, -, -, -, -, 138, 1023, 0.00, 262143, 0.66, 
409004, -, -, -, -, -, -, -, -0.41, 0.60, 0.67, -13.00, -3.78, 3.91, -4.64, 24.16, -23.89, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
409147, -, -, -, -, -, -, -, -0.31, 0.52, 0.71, -3.72, -6.23, -1.53, -3.32, 24.10, -23.95, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
409290, -, -, -, -, -, -, -, -0.28, 0.59, 0.76, 0.24, -4.52, -11.11, -7.08, 23.25, -21.74, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
409438, -, -, -, -, -, -, -, -0.31, 0.66, 0.74, -3.05, 0.67, -13.12, -6.75, 23.17, -23.34, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
409581, -, -, -, -, -, -, -, -0.38, 0.64, 0.68, -6.23, -10.31, -3.78, -7.92, 21.98, -20.18, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
410124, -, -, -, -, -, -, -, -0.48, 0.70, 0.69, 0.06, 5.13, 7.63, -10.03, 23.14, -23.32, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
410267, -, -, -, -, -, -, -, -0.37, 0.63, 0.63, -9.28, 13.61, 15.32, -9.06, 21.90, -19.07, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
410421, -, -, -, -, -, -, -, -0.34, 0.62, 0.68, -4.27, 12.39, 2.81, -7.69, 21.17, -20.35, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
410564, 42.12, 946.81, 8.20, 134136, 568.45, 13.31, 32.35, -0.33, 0.65, 0.66, -15.62, -2.81, 11.17, -8.19, 23.10, -19.93, -0.01, -0.06, 1.01, -4.82, -15.69, 7.14, 51.66, 706.25, 11181.25, 7900.00, -, -, -, -, -, -, -, 138, 1023, 0.00, 262143, 0.33, 
412021, -, -, -, -, -, -, -, -0.28, 0.57, 0.64, -0.49, -6.71, -9.89, -8.95, 23.69, -20.58, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
412164, -, -, -, -, -, -, -, -0.26, 0.62, 0.70, -11.29, -6.65, -5.98, -9.47, 22.46, -21.52, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
412307, -, -, -, -, -, -, -, -0.33, 0.66, 0.69, -0.06, -8.00, -8.00, -11.94, 20.83, -18.42, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
412450, -, -, -, -, -, -, -, -0.33, 0.71, 0.73, -5.68, -13.24, -8.54, -12.45, 20.61, -18.54, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
412598, -, -, -, -, -, -, -, -0.31, 0.65, 0.64, -1.22, 4.39, 2.38, -13.20, 20.51, -17.97, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
413140, -, -, -, -, -, -, -, -0.36, 0.70, 0.62, -1.53, 27.22, 21.12, -13.73, 22.38, -20.39, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
413283, -, -, -, -, -, -, -, -0.31, 0.65, 0.64, -12.27, 33.51, 20.39, -10.23, 22.71, -21.00, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
413431, -, -, -, -, -, -, -, -0.34, 0.66, 0.69, -23.74, 19.35, 21.67, -7.90, 20.59, -20.96, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
413574, 42.13, 946.80, 8.20, 133926, 568.54, 13.49, 32.42, -0.37, 0.67, 0.68, 4.70, -10.80, 1.16, -6.60, 20.50, -22.16, 0.02, -0.08, 1.05, -9.70, 1.40, -10.50, 50.92, 715.00, 11180.00, 8000.00, -, -, -, -, -, -, -, 137, 1023, 0.00, 262143, 0.00, 
415031, -, -, -, -, -, -, -, -0.33, 0.62, 0.60, -3.54, 6.29, 16.24, -3.83, 21.64, -22.17, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
415174, -, -, -, -, -, -, -, -0.32, 0.64, 0.72, -6.71, 5.62, 3.23, -5.24, 20.43, -21.66, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
415317, -, -, -, -, -, -, -, -0.29, 0.59, 0.67, -1.95, -3.48, -1.89, -5.90, 20.67, -21.42, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
415460, -, -, -, -, -, -, -, -0.25, 0.59, 0.72, 3.72, 8.12, -2.08, -3.34, 21.30, -22.00, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
415608, -, -, -, -, -, -, -, -0.28, 0.62, 0.71, -4.39, 10.25, -8.30, -3.89, 21.80, -21.14, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
416151, -, -, -, -, -, -, -, -0.20, 0.76, 0.60, -5.25, 19.23, 18.37, -4.28, 17.48, -19.82, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
416294, -, -, -, -, -, -, -, -0.25, 0.77, 0.66, 15.20, 21.18, 6.23, -2.47, 19.37, -23.30, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
416442, -, -, -, -, -, -, -, -0.27, 0.72, 0.69, 5.07, 21.06, 22.64, 0.05, 20.36, -21.79, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
416585, 42.15, 946.80, 8.21, 134136, 568.45, 13.45, 32.45, -0.24, 0.70, 0.64, -0.31, 11.78, -4.03, 1.54, 15.58, -19.56, 0.01, 0.09, 1.00, 8.97, 6.59, 7.26, 51.21, 707.50, 11178.75, 7910.00, -, -, -, -, -, -, -, 138, 1023, 0.00, 262143, 0.66, 
418037, -, -, -, -, -, -, -, -0.14, 0.68, 0.66, -6.10, 10.25, 9.89, 5.11, 18.26, -21.24, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
418185, -, -, -, -, -, -, -, -0.15, 0.69, 0.66, -6.47, 5.25, 31.74, 4.05, 18.86, -24.34, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
418328, -, -, -, -, -, -, -, -0.18, 0.65, 0.70, -2.08, -4.70, 17.27, 4.21, 18.09, -23.19, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
418471, -, -, -, -, -, -, -, -0.23, 0.65, 0.73, 5.62, -10.07, 12.51, 3.89, 18.84, -24.19, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
418619, -, -, -, -, -, -, -, -0.18, 0.64, 0.72, -3.66, 4.70, 5.49, 1.39, 18.12, -20.67, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
419162, -, -, -, -, -, -, -, -0.15, 0.63, 0.67, 6.77, 0.67, -12.45, 2.88, 20.13, -21.48, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
419305, -, -, -, -, -, -, -, -0.20, 0.68, 0.68, -6.41, 4.09, 11.23, 1.94, 20.54, -25.84, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
419453, -, -, -, -, -, -, -, -0.23, 0.65, 0.67, -11.54, 4.15, 23.01, 3.45, 20.30, -22.81, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
419596, 42.16, 946.80, 8.21, 133821, 568.54, 13.48, 32.52, -0.12, 0.68, 0.75, 1.46, 30.52, 32.71, 7.56, 14.71, -21.19, -0.10, 0.12, 1.09, -10.86, 10.93, 41.14, 51.24, 703.75, 11178.75, 7870.00, -, -, -, -, -, -, -, 136, 1023, 0.00, 262143, 0.33, 
421048, -, -, -, -, -, -, -, -0.15, 0.59, 0.67, -9.77, 32.41, 34.73, 16.74, 7.81, -14.72, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
421196, -, -, -, -, -, -, -, -0.21, 0.69, 0.69, -0.18, 25.94, 37.29, 16.94, 6.27, -15.88, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
421339, -, -, -, -, -, -, -, -0.24, 0.59, 0.72, -4.15, -4.21, 38.39, 18.23, 4.98, -15.75, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
421482, -, -, -, -, -, -, -, -0.16, 0.56, 0.69, -10.62, -0.18, 31.13, 16.27, 3.47, -15.20, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
421633, -, -, -, -, -, -, -, -0.19, 0.57, 0.73, -5.55, -15.56, 7.63, 12.45, 0.32, -12.46, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
422175, -, -, -, -, -, -, -, -0.17, 0.56, 0.64, -19.47, 6.53, 7.14, 16.87, 3.89, -14.31, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
422318, -, -, -, -, -, -, -, -0.24, 0.69, 0.68, -10.86, 9.95, 2.20, 14.61, 1.66, -12.15, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
422466, -, -, -, -, -, -, -, -0.34, 0.80, 0.78, 10.80, 19.84, -12.21, 16.63, 2.25, -14.17, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
422609, 42.18, 946.79, 8.21, 133926, 568.45, 14.09, 32.63, -0.26, 0.55, 0.68, -1.46, -17.33, 2.75, 14.04, 11.39, -17.61, -0.10, 0.01, 0.92, -12.39, -7.32, -11.96, 51.78, 710.00, 11178.75, 7940.00, -, -, -, -, -, -, -, 138, 1023, 0.00, 262143, 0.66, 
424061, -, -, -, -, -, -, -, -0.16, 0.61, 0.62, -5.19, 1.59, -7.93, 13.18, 8.87, -15.76, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
424209, -, -, -, -, -, -, -, -0.21, 0.69, 0.76, 12.08, -6.04, -20.75, 14.28, 9.05, -17.77, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
424352, -, -, -, -, -, -, -, -0.21, 0.73, 0.78, 12.27, -9.22, -39.12, 14.53, 12.17, -17.03, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
424495, -, -, -, -, -, -, -, -0.19, 0.66, 0.66, -5.07, -16.78, -9.70, 16.36, 15.37, -20.30, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
424643, -, -, -, -, -, -, -, -0.24, 0.66, 0.65, -4.33, -7.02, 2.93, 13.57, 14.48, -22.50, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
425186, -, -, -, -, -, -, -, -0.25, 0.62, 0.66, 4.58, -20.57, -35.22, 13.00, 17.79, -19.67, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
425329, -, -, -, -, -, -, -, -0.22, 0.65, 0.71, -5.74, -29.36, -46.20, 10.47, 19.45, -20.84, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
425477, -, -, -, -, -, -, -, -0.17, 0.70, 0.75, 0.49, -39.00, -35.77, 7.41, 19.43, -19.71, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
425620, 42.20, 946.80, 8.21, 133402, 568.45, 13.56, 32.66, -0.22, 0.67, 0.68, -10.86, 2.32, 14.16, -1.48, 23.58, -21.98, -0.03, 0.03, 1.02, -5.07, -8.48, 10.07, 51.62, 722.50, 11176.25, 8080.00, -, -, -, -, -, -, -, 138, 1023, 0.00, 262143, 0.33, 
